,dialogue,gold_summary,predicted_summary
66,"#Person1#: What's wrong with you?
#Person2#: I'm trying to send the instruction book by E-mail, but I failed many, many times. And there is something wrong with the net maybe. It's so slow.
#Person1#: Well, maybe the net is slow now. Try it again.
#Person2#: I am used to editing with Word 2003, and there are many pictures in the book.
#Person1#: It's beyond question. You can save it the same as a document.
#Person2#: I merely know how to send the direct letter. But I am not familiar with the attachment.
#Person1#: It's the same as usual. The only difference lies in that you need to paste the book as an attachment.
#Person2#: Can I mail the book if it is a large file?
#Person1#: There are limitations to the capacity of an E-mail. Commonly it's no more than 4 MB.
#Person2#: What if it exceeds the capacity?
#Person1#: You can divide it into several documents to mail. Or you can download the mentioned software from the warning.",#Person2# failed to send the instruction book by E-mail. #Person1# helps and teaches #Person2# how to do it.,SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS
67,"#Person1#: Bill, will you be free at noon?
#Person2#: Yes. What can I do for you?
#Person1#: We need a new filing cabinet in the office. Could you go downtown with me after lunch?
#Person2#: All right. Have you got an idea about what type to buy?
#Person1#: Yes, the same as the one we have. And we also need some small articles in the office, such as pens, clips, erasers and sticky notes.
#Person2#: Can you remember them all?
#Person1#: Susan has already given me a list of all the stationery which we need to buy.",#Person1# invites Bill to buy office supplies which Susan has listed for #Person1#.,SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS
68,"#Person1#: Do you know anything about health food?
#Person2#: It is so popular among people to preserve health now, so I read some books about health food.
#Person1#: Can you give me some examples?
#Person2#: Drinking warm and fresh water in the morning on wakening up is one of ways to keep healthy.
#Person1#: Really? Why we must have warm and fresh water?
#Person2#: Warm water can be good for your stomach, which is empty at that moment. And freshness can keep the water active to clean your digest system.
#Person1#: Anything else?
#Person2#: Yogurt, because it has protein, vitamins and it is acidic. If you drink it everyday, your stomach will be more comfortable.",#Person1# asks #Person2# about health food and concrete examples. #Person2# lists warm and fresh water and yogurt and explains the reason.,SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS
69,"#Person1#: The bridegroom looks a bit nervous.
#Person2#: On this occasion, most people do.
#Person1#: Oh, they are playing the wedding March. Here they come.
#Person2#: She is a beautiful bride.
#Person1#: I am so happy for them.
#Person2#: Are you crying?
#Person1#: Yes, I always cry at weddings.
#Person2#: Harris and Anne are perfect for each other.
#Person1#: Yes, they are.
#Person2#: You and Tom also make a great couple.
#Person1#: In fact, we are beginning to make preparations.
#Person2#: For the wedding?
#Person1#: No, no, for the engagement.
#Person2#: Try to catch this bouquet then.","#Person1# and #Person2# are touched by the wedding, and #Person1# says #Person1# and Tom are preparing for their engagement.",SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS
70,"#Person1#: We've been cramming for tomorrow's history exam since early this morning. What do you say we take a break and listen to some music, okay?
#Person2#: Now that you mention it, I'm getting a little bumed-out from studying nonstop, too. Listening to some music for a while would suit me just fine.
#Person1#: While you're picking out a record to play, I'll grab a couple of beers out of the refrigerator.
#Person2#: You sure have a lot of discs here.
#Person1#: Yeah, I've got everything from rock n'roll to the latest new - wave stuff.
#Person2#: To tell you the truth, I'm strictly into classical music. You don't happen to have any Bach or Mozart, do you?
#Person1#: Sorry, my taste in music doesn't go back any further than the 1960's. Music written before then is just history to me.
#Person2#: Well, speaking of history, let's get back to the books. We'Ve got an exam tomorrow, remember?","#Person1# and #Person2# are preparing for the history exam. #Person1# suggests taking a break to listen to some music, but they have different music tastes. Then they get back to books.",SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS
71,"#Person1#: Excuse me. Have you got any books on genetic engineering? I've looked for them everywhere, but I can't find any.
#Person2#: I'm not sure if we've got any now. Books of that kind are on this shelf. Well, I'm afraid we've sold out.
#Person1#: What a pity! I should have come earlier.
#Person2#: Come some time next week if you like. I think we'll have got some by then.
#Person1#: Ok, I will.",#Person1# wants books on genetic engineering. #Person2# says they're sold out and asks #Person1# to come next week.,SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS
72,"#Person1#: Excuse me. Does this bus go to the National Library of China?
#Person2#: Yes, there are three stops left.
#Person1#: How long is the ride?
#Person2#: Well, you will get there in about a quarter of an hour if the traffic isn't too heavy.
#Person1#: Thank you. Would you please let me know when we get to the stop? I'm a stranger here.
#Person2#: Sure, madam. I'll remind you.",#Person1# asks #Person2# to remind her when they get to the stop.,SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS
73,"#Person1#: How are you, Mrs. Brandon?
#Person2#: Pretty good. How are you doing?
#Person1#: Not so good. I lost my job today.
#Person2#: I'm sorry to hear that.
#Person1#: How are your students doing?
#Person2#: They are very nervous about their final test.
#Person1#: I remember you gave our class a hard final test in my first year of college. Many of us failed. But I really learned a lot from you. You see, I can speak very good English.
#Person2#: Thank you for saying so.",#Person1# lost the job but is grateful for Mrs. Brandon from who #Person1# learned a lot.,SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS
74,"#Person1#: Good afternoon, Dr. Anderson's office.
#Person2#: Hello, my name is John Keat, and I was hoping I could come in today to see the doctor.
#Person1#: Are you a patient of Dr. Anderson?
#Person2#: Well, no. I'm at a convention from Mexico and the manager of the hotel where I'm staying suggested that I call you.
#Person1#: Well, I see. What seems to be the problem?
#Person2#: Well, I got this ringing in my ears. It's so terrible that I can hardly hear people talking now.
#Person1#: Are you in any pain or is there any fluid?
#Person2#: No discharge, just a slight earache.
#Person1#: Does the pain happen all the time, or once in a while.
#Person2#: It has been aching for two days and it's never stopped. I thought it might be due to my flying in the air, and after some rest it'll be all gone. But who knows it's getting worse. I need to see the doctor.
#Person1#: The doctor will be busy at the hospital until this evening. The earliest you could see him would be tomorrow morning at ten.
#Person2#: The time is good for me. I'll come in then if that's okay.
#Person1#: That will be fine; in the meantime you should try to take it easy. Don't press your ear and don't have water in when you take a shower.
#Person2#: Do I have to bring something when I'm seeing the doctor, since I have never seen a doctor in Canada.
#Person1#: For foreign visitors, I guess you may bring your passport for the hospital registration.
#Person2#: Yes, I will. Thank you for your help.
#Person1#: Thanks for calling. See you.","John Keat comes to Dr. Anderson's office and describes his earache to #Person1#. John Keat wants to see the doctor, but #Person1# says the doctor will be busy until this evening. #Person1# tells John to come tomorrow at ten with his passport.",SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS
75,"#Person1#: The hike will last for 2 hours. We'll start at sea level and then climb up a few hills. Are you ready?
#Person2#: I sure am. The one-hour yoga class this morning really made me full of energy. I'm feeling so good. I bet I can race you up those hills.
#Person1#: That won't be necessary. We want to take our time to enjoy the sights along the way. We'll point out certain plants, some of the insects, and watch out for possible snakes.
#Person2#: Snakes? Uh, I definitely will be racing you up the hill!
#Person1#: Not to worry. Nature is a wonderful thing. We are all meant to enjoy it together - snakes, spiders, trees, and us humans.","#Person1# and #Person2# plans to hike. #Person2# wants to race #Person1#, but #Person1# thinks they should enjoy the sights along the way.",SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS
76,"#Person1#: Anne, thanks so much for introducing me to Caroline! Our first date went so well. I'm so excited to be in love right now.
#Person2#: I'm just glad to see you so happy, Gary!
#Person1#: I want to climb the highest mountain and shout, Caroline, will you marry me?!
#Person2#: Wow, you'd better not. Before you ask her to marry you, maybe you should ask her out on a second date. Only one date is not enough for you to know each other well.","Gary thanks Anne for introducing him to Caroline, and Anne suggests a second date.",SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS
77,"#Person1#: Can I help you?
#Person2#: Yes. Are there any spare rooms here?
#Person1#: Would you be interested in a three-bedroom flat? I have a few now.
#Person2#: That might be more rooms than I need. I don't have much furniture.",#Person1# suggests a three-bedroom flat. #Person2# wants fewer rooms.,SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS
78,"#Person1#: Sound and Vision, Administrative Department, Eve Wheeler speaking. Can I help you?
#Person2#: Good afternoon, madam. This is John Cruise. I wish to register a complaint about my video recorder.
#Person1#: I see. I hope I can be of some help. Can you explain what the problem is, please?
#Person2#: Well, the recorder has severely damaged two quite valuable tapes of mine. And you guaranteed that this machine is the best there. I hope you understand that a simple repair is just not enough. I demand compensation for the lost tapes as well.
#Person1#: I'm sorry. That's all very unfortunate. I'm sure something can be done. I will put you through to our legal consulant, Mrs. Schroder. One moment, please. (dialing sound...) Hello, Mr. Cruise? Thank you for waiting. I'm awfully sorry, but Mrs. Schroder is having a meeting right now. Could she call you back later this afternoon?
#Person2#: I hope you're not trying to get rid of me.
#Person1#: Not at all, sir. I have noted your complaint and I will urge Mrs. Schroder to call you back as soon as possible. Could I have your phone number, please?
#Person2#: Yes. It's 0181 945 8719.
#Person1#: Thank you very much. Goodbye.",John Cruise calls Eve to register a complaint about his video recorder and explains what the problem is. Eve promises to urge their legal consultant to call him back.,SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS
79,"#Person1#: Excuse me, can you tell me how to get to the Rainbow Restaurant from here?
#Person2#: Drive two blocks and turn left. Continue on until you reach Heath Street and turn right. Then turn left at the second stop light. You can't miss it.",#Person1# asks #Person2# the way to the Rainbow Restaurant.,SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS
80,"#Person1#: Adam, could you show me around the school? 
#Person2#: No problem. 
#Person1#: What's the tallest building? 
#Person2#: You mean the white building near the playground? 
#Person1#: Yes. 
#Person2#: That is the library. And it has more than 1, 000, 000 books. 
#Person1#: What's the building to the south of the library? 
#Person2#: You know, our school is divided into two parts, the junior high school and the senior high school. That is the new classroom building for our senior high school. 
#Person1#: Is there a swimming pool in your school? 
#Person2#: Yes. There is a large swimming pool, but it is only available in summer. 
#Person1#: I do envy you. And I hope I can enter your school one day. 
#Person2#: I believe that you can make your dream come true. ",#Person1# asks Adam to show #Person1# around the school. #Person1# envies Adam and hopes to enter Adam's school one day.,SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS
81,"#Person1#: Excuse me. I'm a stranger here and lost my way. 
#Person2#: Can I help you? 
#Person1#: Sure. Can I get to the central department stall this way? 
#Person2#: uh... Yes. Turn right, then take the second turning on your left. 
#Person1#: Is it far? 
#Person2#: It's about fifteen minutes' walk. That's all. 
#Person1#: And do you know where the national bank is? 
#Person2#: Yes. It's on this street. Keep walking for two blocks and it's on the corner on the right. 
#Person1#: Thanks very much. 
#Person2#: You are welcome. Good luck. 
#Person1#: Thank you. I won't miss it. ",#Person1# lost the way and asks #Person2# for the way to the central department stall and the national bank.,SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS
82,"#Person1#: Some people pile on their agonise and try to seek other's sympathy by telling them how miserable they are. 
#Person2#: Yeah. They take the advantage of other people's hospitality and generosity. 
#Person1#: I was fooled once. A lady told me she needed some money to keep the pot boiling. So I gave her some money and bailed her out of the situation. But later I learned that she had lied to me. 
#Person2#: You are still wet behind the ears. You should have seen through her. 
#Person1#: Nothing rang a bell. ",#Person1# and #Person2# talk about people taking advantage of other's hospitality and generosity. #Person1# shares #Person1#'s own experience.,SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS
83,"#Person1#: I'm looking for a pan I can use in my kitchen. 
#Person2#: What size pan were you thinking of? 
#Person1#: I've already got a small pan. I need a big one. 
#Person2#: Well, this one might work for you. 
#Person1#: Oh, no, that's way too heavy a pan for me. 
#Person2#: Here, lift this aluminum pan. It's the same size. 
#Person1#: Yes, it's very lightweight. But I don't want this aluminum handle. 
#Person2#: Here's a similar aluminum pan. But it has a heat-resistant handle. 
#Person1#: Oh, this feels very nice. It's perfect. I'll take it. 
#Person2#: I knew we'd find the right pan sooner or later. How would you like to pay? 
#Person1#: Cash. But first, I need a lid for this pan. 
#Person2#: Oh, no problem. Here's the lid that comes with the pan. ","#Person1# wants a pan, and #Person2# recommends a big aluminum pan with a heat-resistant handle and a lid. #Person1# pays for it by cash.",SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS
84,"#Person1#: Come in, come in! 
#Person2#: Hi, Gary, what happened? I was waiting for you at the theater. Why didn't you meet me there? 
#Person1#: I thought we were supposed to meet here. 
#Person2#: Don't you know our movie starts at seven? And we were going to meet at the theater at five to seven. Then it doesn't make sense to meet at the apartment. 
#Person1#: I'm sorry. We must have misunderstood each other. 
#Person2#: Why don't you try to be clearer about your intentions? 
#Person1#: You're right. I am sorry. Let's go and watch the movie. 
#Person2#: It's okay. I don't want to go now. We've already missed ten minutes of the movie. I don't want to see a movie without watching the beginning. ","#Person2# and Gary misunderstood each other, so they missed the beginning of the movie. Gary apologizes, but #Person2# doesn't want to see the movie anymore.",SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS
85,"#Person1#: Good morning, I'm Daniel. I'm applying for the positon of manager. 
#Person2#: Yes. Sit down, please. How did you learn about our company? 
#Person1#: I got to know your company through such famous brands as LUX, LIPTON and WALLS. After making a customer survey, I was glad to find out how your products are appreciated by millions of Chinese. 
#Person2#: Why would you like to work with us? 
#Person1#: It's the job I'm interested in. And your company is the best-known. Although I don't have much experience as a manager, the job description you sent to me was very interesting. It's a job I've been dreaming of and I feel suited to fill it. 
#Person2#: Oh, really? Would you transfer to another company if it is not what you expected? 
#Person1#: I don't think so. As the saying goes, A great oak needs deep roots. I'm really interested in this job. 
#Person2#: That's fine. Thanks for coming to see us. I hope to be able to let you know about the job within the week. ","Daniel applies for the position of manager, and #Person2# interviews Daniel. Daniel talks about how he learned about the company and why he'd like to work here.",SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS
86,"#Person1#: What's wrong with you, Lucy?
#Person2#: Our dog Rusty is lost. Someone left the backyard gate open and he got out. My daughter is so upset right now.
#Person1#: Have you called the local dog shelters?
#Person2#: Well, they haven't seen him. They said they would call me if they find our dog, but I don't expect miracles. It's 2 days and...
#Person1#: We can always look for miracles. Does he have any identification on him?
#Person2#: He's wearing his sweater. He's brown with white spots and... Sorry, 'm not thinking straight. You know, he's a big part of our family. We got him when he was a little puppy. I'm just worried he was stolen or is injured somewhere.
#Person1#: I understand. I used to pet dogs, too. Let's walk around the neighborhood. Hey, look! There he is.
#Person2#: Rusty! Come here boy! Oh, Glenn, I can't thank you enough. I owe you a big favor.",Lucy's dog Rusty was lost. Glenn asks Lucy about Rusty's identification and helps Lucy find Rusty when they walk around the neighborhood.,SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS
87,"#Person1#: Oh, Patrick. I can't get this phone to work. Can you help me?
#Person2#: Are you trying to make a call?
#Person1#: Yes, I just got it and I can't get the thing to work.
#Person2#: Let me see. OK, you turn it on.
#Person1#: I didn't turn it on.
#Person2#: No, see you wait for the screen to light up. Then you enter the phone number and press the C button, right here. Got it?
#Person1#: OK. I've got it. Ha! It's ringing. Hi, baby, it's me. Listen, I'm going to be a little late. I'm still at work in the office. OK? I'll be back by about 6:00.",#Person1# asks Patrick to help make a call. Patrick tells #Person1# how to use the phone and get through successfully.,SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS
88,"#Person1#: May I help you?
#Person2#: Yes, I'd like to book 3 seats to Calgary, Canada on a flight, leaving sometime before next Sunday.
#Person1#: Economy class?
#Person2#: Yes.
#Person1#: One way or round trip?
#Person2#: One way.
#Person1#: There aren't any direct flight, sir. You will have to change in Vancouver.
#Person2#: That's alright.
#Person1#: There is a Canadian Airlines flight 30 leaving Beijing next Friday at 10 o'clock am. It has 3 seats available. Will that be alright?
#Person2#: That's fine.
#Person1#: Your name, please.
#Person2#: BASIL, Basil. How much is the ticket?
#Person1#: $580 for one.","#Person1# helps Basil book three seats of economy class to Calgary, Canada on a flight next Sunday.",SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS
89,"#Person1#: Hong, it seems like you really struggle to learn English, is this level too hard for you?
#Person2#: I don't know. I think it's just boring. I don't like the workbooks because the lessons talk about baby things. I'm not a little child. I want to learn something more exciting.
#Person1#: Hmm, I have an idea that you'll like. This week, you can do a special project for class.
#Person2#: Oh, what's that?
#Person1#: I want you to watch some YouTube videos of people speaking in different English accents. I'll send you the links for the ones you should watch, they're very funny. One person does about 30 different accents in 10 minutes.
#Person2#: Wow, that's great, but, won't it be harder for me to learn English if I'm listening to so many different ways of speaking the language?
#Person1#: It shouldn't, this is just a fun project to help you get more interested in the lessons. There is a more serious side to it, though. I want you to write a one page essay about the videos and tell the class about your project on Friday. You can show some of the videos during your presentation too if you like. I think the whole class will benefit from this.
#Person2#: I can't wait to get started. Thank you, Miss Winters.",Hong thinks learning English is boring and wants something more exciting. So Miss Winters asks Hong to do a special project for the class to get more interested in the lessons.,SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS
90,"#Person1#: Have any plans for the weekend, Tom?
#Person2#: Yeah, I ' m going for a hike in the southern Rocky Mountains.
#Person1#: Oh, do you go hiking often?
#Person2#: I go as much as I can. I love hiking because you can really get in touch with nature.
#Person1#: It would be nice to get out of the city. Do you want some company?
#Person2#: Sure. But, it will be a long hike, 30 miles in three days. Have you been hiking before?
#Person1#: Yeah, I go a lot too. I saw a bear and a mountain lion on my last hike.
#Person2#: Wow! You must have been pretty far away from the city.
#Person1#: Yeah, my friend and I hiked in a very wild part of the national forest.
#Person2#: Well, bring him along too. We ' ll have a great time this weekend.
#Person1#: Thanks, I ' ll ask him.",#Person1# asks Tom about his weekend plan and whether he needs a company. Tom is going for a hike and invites #Person1# and #Person1#'s friend to go together.,SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS
91,"#Person1#: I've got an idea. Let's make this game even more interesting.
#Person2#: How? Do you want to play strip-trivia or something?
#Person1#: Well, if you want to! Seriously, though, let's make a bet.
#Person2#: Why don't we just make it a friendly game?
#Person1#: Don't be such a chicken! Whoever loses has to treat everyone to a movie.","#Person2# wants to play the game friendly, but #Person1# wants to make a bet.",SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS
92,"#Person1#: Here is your spicy diced chicken with peanuts, sir.
#Person2#: Thank you. It looks very attractive.
#Person1#: I would advise you to enjoy the dish while it is hot.
#Person2#: Tasty and tender! It must be one of the famous local dishes.
#Person1#: Yes. It's a traditional dish.
#Person2#: And it must be very particular in cooking.
#Person1#: You are right, sir. To prepare it, a Sichuan food chef first fries some chilli until they turn reddish brown, and then puts diced chicken breast meat into the pot with other condiments and peanuts. That's why the dish has a bright colour.
#Person2#: I see.
#Person1#: Enjoy yourself, sir.",#Person2# likes his spicy diced chicken with peanuts very much. #Person1# tells him how to cook it.,SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS
93,"#Person1#: So what's wrong with the drain?
#Person2#: It's clogged and water won't go down.
#Person1#: Let me take a look. You know why? It's clogged with hair. No wonder water won't go down.
#Person2#: Well, I guess people who lived here before didn't clean the bathtub.
#Person1#: You're darn right!
#Person2#: What should I do now?
#Person1#: Don't worry. I'Ve got some acid here. It will help dissolve the hair down there.
#Person2#: Ur, it stinks!
#Person1#: Now you know you have to clean your bathtub every time when you use it.",#Person1# helps #Person2# to dissolve the hair that clogs the drain and tells #Person2# to clean the bathtub.,SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS
94,"#Person1#: Can you effect shipment during September?
#Person2#: I don't think we can make it.
#Person1#: Then when at the earliest can we expect the shipment?
#Person2#: By the middle of October.
#Person1#: It's too late. You see, in our market October is the season for the kind of commodity. So the goods must be shipped before October or we won't be ready for the season.
#Person2#: Well, considering our long standing good business relationship, we'll try hard to negotiate with our manufacturers for an earlier delivery.
#Person1#: Thanks. Then may I suggest that you put down in the contract'shipment on September 15 or earlier'?
#Person2#: Let me see. Now the workers will have to work on three shifts for it. Well, we can manage it on 20th September. That's the best we can do.
#Person1#: Oh, that's very considerate of you. I'lI take your word for it.",#Person1# requests for earlier shipment to catch the season. #Person2# finally agrees to manage it on 20th September.,SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS
95,"#Person1#: Mr. Brown, are your children always kicking up a row like this? I cannot concentrate on my paper.
#Person2#: Sorry, Mr. Black. I'm trying to make them quiet.
#Person1#: I'm afraid if the noise goes on, I shall have no alternative but to leave.
#Person2#: Sorry, sir. Believe me, everything will be all right.",Mr. Black complains about the children's noise to Mr. Brown.,SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS
96,"#Person1#: I don't understand why some parents keep beefing and complaining about their daughters not being able to follow suit.
#Person2#: Yeah. Li Na's mother has been building a fire under her since her neighbour's daughter got married with a Canadian. She's almost driving Li Na crazy.
#Person1#: If I were Li Na, I would ask her if she had done that.
#Person2#: She is as meek as a lamb. She never goes against anyone or anything. She's as good as gold, you know?",#Person1# and #Person2# talk about Li Na who is pressed by her mother for marriage.,SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS
97,"#Person1#: How do you like these dishes?
#Person2#: Fine, they are colorful and tasty.
#Person1#: Did you enjoy your dinner?
#Person2#: Yes, I did. I have never tasted anything like this.
#Person1#: Would you like some more rice?
#Person2#: No, thanks. I'm full.
#Person1#: Another piece of meat pie?
#Person2#: No, thanks. I'm on diet.
#Person1#: How about the dessert?
#Person2#: Ice cream, please.",#Person2# enjoyed the dinner and asks #Person1# for ice cream as dessert.,SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS
98,"#Person1#: This place serves good breakfasts, don't you think?
#Person2#: Yes. But I'm not used to eating American-style breakfast.
#Person1#: What are you planning to do today?
#Person2#: I saw yesterday that they rent windsurfers at the beach. I want to rent one.
#Person1#: Have you done windsurfing before?
#Person2#: No, but it looks fun. I always wanted to try it.
#Person1#: Can you take a little advice from a friend?
#Person2#: Sure. What?
#Person1#: Don't waste your money. Windsurfing is very hard. And it will be windy today. They will charge you fifty dollars for a half-hour, and you won't be able to windsurf. You will fall and fall and fall.
#Person2#: But I always wanted to try it.
#Person1#: Yes, but it takes a long time to learn. You would spend a thousand dollars to learn it on a rental windsurfer.
#Person2#: Well, I will see. How was your day at the office?",#Person2# wants to try windsurfing but is stopped by #Person1# who thinks it's hard and will cost a lot.,SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS
99,"#Person1#: Ben, what are you doing?
#Person2#: Well, I would say that I'm just drifting - - here, in the pool.
#Person1#: Why?
#Person2#: Well, it's very comfortable just to drift here.
#Person1#: Have you thought about graduate school?
#Person2#: No.
#Person1#: Would you mind telling me then, what were those four years of college for? What was the point of all that hard work?
#Person2#: You got me.
#Person1#: Now listen, Ben. Look, I think it's a very good thing that a young man, after he's done some very good work, should have a chance to relax and enjoy himself, and lie around, and drink beer and so on. But after a few weeks I believe that person should want to take some stock in himself and his situation and start to think about getting off his ass.",#Person1# tells Ben that a young man should actively prepare for himself and his situation after relaxation.,SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS
